"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"COBLL1",-0.907159760658044,7.80567763990955,-11.5465295660968,5.45281352739632e-18,6.40989135772492e-15,30.5179402350146
"MUM1L1",-1.72480191734098,3.00909641252157,-11.5349443799183,5.71507084438827e-18,6.45978853749548e-15,30.4722103128586
"FGB",-2.305852461821,3.11305879393898,-11.4802982159323,7.13408236192572e-18,7.76505231304715e-15,30.2562936495411
"SH3GL2",-2.60550418424659,3.57517835689789,-11.4373644767553,8.4939815497206e-18,8.79922123063902e-15,30.0864092858427
"FAR2",1.56116027921403,4.11047248182134,11.4319507327372,8.68304803622334e-18,8.79922123063902e-15,30.0649723921358
"LOC100506412",-3.48977930390901,4.81841044761555,-11.3747465972086,1.09592809111301e-17,1.07357115805431e-14,29.8382522981272
"GRIA4",-1.75935736568253,4.30043315042799,-11.3481141284503,1.22154215050162e-17,1.15802195867554e-14,29.7325694274341
"XLOC_003123",-1.98725587350341,6.06742240388002,-11.3014506241125,1.47761169269078e-17,1.3570016382749e-14,29.5472030866288
"LINGO2",-1.9615339590415,3.61630268885278,-11.2894273275759,1.55193264466597e-17,1.38206656246799e-14,29.4994013437625
"XLOC_010144",-3.99352037216403,4.74731198906256,-11.2379622648913,1.91503227823823e-17,1.65526378214309e-14,29.2946028745244
"CKB",-2.25709476038501,7.54581329930522,-11.2124062464153,2.12598480876393e-17,1.78509833028441e-14,29.1927946959798
"KCTD8",-1.96442788205503,2.87672154708335,-11.1977007734738,2.25781706354429e-17,1.80856605177383e-14,29.134178791382
"XLOC_014216",-2.079171241134,3.02448022619129,-11.1956315867847,2.27701592199645e-17,1.80856605177383e-14,29.1259290795022
"AGXT2L1",-3.36140696565457,4.73092618383766,-11.1710788435866,2.51776796500326e-17,1.9101477021984e-14,29.0280022759326
"C11orf86",3.14420559180956,5.47038429362751,11.1664490653978,2.56595818553781e-17,1.9101477021984e-14,29.0095291905581
"MFSD4",-2.31942082581378,6.85449995372667,-11.1632402425402,2.59990159547897e-17,1.9101477021984e-14,28.9967243956846
"KIAA1191",-0.895880386573429,8.56347081241713,-11.1449300924021,2.80241884645859e-17,2.00871914779817e-14,28.9236358493498
"RAP1GAP",-1.30176041657756,4.62465735986744,-11.0669161090811,3.85923037323803e-17,2.70035862401712e-14,28.6118112713318
"PLCXD3",-1.98807116378407,3.45646477303429,-11.0358627641186,4.38422587791159e-17,2.94979175168739e-14,28.4875036751084
"TMEM184A",-1.87528797771973,5.50935068354225,-11.0340801581899,4.41645695774619e-17,2.94979175168739e-14,28.4803646447287
"SMARCD3",-1.52807555728369,6.7975925862933,-11.0144910594483,4.78674535945887e-17,3.12606383608394e-14,28.4018908704895
"C8orf12",-1.88997546646698,4.10788192705131,-10.9958473027831,5.16814987582315e-17,3.30177366414545e-14,28.3271654061433
"TRIM29",2.50045898019868,4.10674514715156,10.986496707599,5.37080747101116e-17,3.35824021187396e-14,28.2896733973501
"STX12",-0.824193278760445,8.11090837442174,-10.9103664915557,7.3483009027234e-17,4.4989972276924e-14,27.9840727025253
"XLOC_004339",-2.48408479334788,3.18656071217479,-10.8202142260183,1.06595197814397e-16,6.39310137422345e-14,27.6213878489403
"SLC2A12",-2.1874749093578,3.54155643443885,-10.738341987008,1.49538458322868e-16,8.78927242638492e-14,27.2912777693922
"FLJ42875",-1.90102244902218,6.50670790574068,-10.7213707405488,1.60421699451738e-16,9.2440645166425e-14,27.2227629980999
"FGF13",-1.42159164162003,4.9792529541819,-10.6453188808918,2.19853746593903e-16,1.24251190478877e-13,26.9153736019
"FGG",-2.96821296169902,4.04801679873131,-10.6066003999818,2.58171058832611e-16,1.43153416546656e-13,26.7586561101114
"IGF1R",-0.939083739938948,6.20238057192354,-10.5722292916166,2.97781898237878e-16,1.6205952639657e-13,26.6194102294858
"TBC1D14",-0.859201836571852,7.11020097201076,-10.542218274515,3.37337376110465e-16,1.80248560166079e-13,26.4977329473567
"C3orf18",-1.36507558306463,5.86214217439755,-10.5223465071476,3.66395805094323e-16,1.91424192741982e-13,26.4171159553227
"FLJ37644",-1.4420217219095,4.38627170528463,-10.5191626384681,3.71280079838471e-16,1.91424192741982e-13,26.4041958693595
"XLOC_001575",-2.52828591473849,3.82668043898571,-10.5106828238283,3.84610442417409e-16,1.94878132444187e-13,26.3697801206906
"DUSP19",-1.41313881736132,3.76469173026816,-10.3809378509319,6.60342175574019e-16,3.28917556877445e-13,25.8423440868794
"C14orf129",0.821854891464822,8.24044451511931,10.3419614104901,7.76992659034528e-16,3.80571004395112e-13,25.683588056537
"LOC283731",-1.20265844881222,3.07689972757232,-10.3241346267073,8.37044768816745e-16,4.03263469934205e-13,25.6109304214587
"PDCD6",-1.16235552240841,5.67353720013654,-10.3078690665916,8.95899772930258e-16,4.24656492368942e-13,25.544610481513
"XLOC_006599",-2.67689286863768,4.47712898676518,-10.2938398919635,9.49993610098148e-16,4.40066738849515e-13,25.4873895810815
"XLOC_003780",-2.07810358751656,3.05459888134137,-10.2917421390997,9.58359578275793e-16,4.40066738849515e-13,25.4788319195754
"CLIC6",-2.46343895824188,7.31091115895872,-10.2404240658124,1.18776706815393e-15,5.37016901521655e-13,25.2693588279495
"XLOC_004638",-2.82024976031487,3.68847604524701,-10.2258470427193,1.26247722550492e-15,5.62146677320282e-13,25.2098143619684
"ROBO3",-1.93062933665003,4.86580622553893,-10.201899905388,1.3956033118471e-15,6.12149106396455e-13,25.1119536846638
"CCKBR",-2.7562506430464,5.78224030650748,-10.1687230938548,1.60367168555698e-15,6.93069169046301e-13,24.976292096313
"XLOC_001952",-1.59331595576624,4.81260656347951,-10.1554734913563,1.69523354341167e-15,7.22022077880901e-13,24.9220869206245
"IGFALS",-2.12781121071184,6.63610418721157,-10.1372348399362,1.82992759186336e-15,7.68255886709722e-13,24.8474462144625
"XLOC_009894",-2.40442696514673,3.02602384502221,-10.1076366513533,2.07178215784102e-15,8.57542733163828e-13,24.7262561775325
"EDA",-1.02999784076414,4.19817219138252,-10.1027421600085,2.11476400755116e-15,8.63176175748799e-13,24.7062084094918
"XLOC_007161",-2.50448837562952,5.43623411451944,-10.060246091914,2.52770027683618e-15,1.0175898045981e-12,24.5320596557555
"VEGFB",-1.08483076419289,8.1983091501712,-10.0310719283066,2.85720785281106e-15,1.13469762673529e-12,24.4124161480989
"REEP5",-0.538213319989309,8.38461228821776,-9.99171495452475,3.37115462951628e-15,1.32095323002966e-12,24.2509010871974
"VIL1",2.9058235508645,6.69203942903617,9.97264453513667,3.65263348837996e-15,1.41241569679619e-12,24.172593334259
"MAST4",-1.73216805461839,3.34506575393888,-9.95748729478438,3.89310191176381e-15,1.450585738029e-12,24.1103329995295
"ALDH6A1",-0.760646990508685,7.11136487828685,-9.95731817768246,3.89587275608153e-15,1.450585738029e-12,24.1096382244226
"XLOC_003483",-1.88800059840993,4.73964405362089,-9.95710160417899,3.89942402695969e-15,1.450585738029e-12,24.1087484832529
"DEAF1",-0.734646343956197,6.38807205638976,-9.93263597534042,4.3222654011123e-15,1.57202269724048e-12,24.008212975196
"WASF3",-1.47615364811626,3.77913604252236,-9.932054783795,4.33285145217364e-15,1.57202269724048e-12,24.0058241286082
"NRTN",-1.5162749719057,4.00233435312451,-9.91352166226509,4.68442864093644e-15,1.67885352316878e-12,23.9296341528438
"SYNGR1",-1.03674303608834,4.55597258728071,-9.90506104130704,4.85431935920928e-15,1.71877996781256e-12,23.8948433525047
"TRIM50",-2.7389224027291,5.72971630896436,-9.87290226492539,5.5584988249143e-15,1.9232494474928e-12,23.7625524071598
"CLDN2",2.58038581789952,4.54348647275131,9.87272356653989,5.56268555318116e-15,1.9232494474928e-12,23.7618170734511
"CDH2",-2.04312545360002,4.08784069161185,-9.86466399652803,5.75484259198574e-15,1.96655016387531e-12,23.7286498241408
"BCAT2",-0.691152519285315,7.0269253505856,-9.84662770576112,6.20936568496182e-15,2.09748090516848e-12,23.6544075541854
"LOC100128501",-1.93642553642789,2.90083062982847,-9.84323246837957,6.29887618153393e-15,2.10353833207863e-12,23.6404290352239
"FAM161A",-1.12536043160379,4.59504841290605,-9.81758254266225,7.01832548289425e-15,2.31746684596962e-12,23.5347973592765
"KIF17",-2.31822262414627,5.25328153141122,-9.79223963390822,7.81019797448598e-15,2.55028997860215e-12,23.4303810804793
"ADHFE1",-1.8467112672895,4.05792304578067,-9.75748019587672,9.04428422679215e-15,2.92080686656009e-12,23.2870893122768
"GPRC5C",-1.12416181054438,7.06077969970238,-9.75406065352394,9.17580220539294e-15,2.93107038274008e-12,23.2729878134292
"MBIP",-0.581550167993133,5.96324660825925,-9.74950467607211,9.35401645399069e-15,2.95586919946106e-12,23.2541985517252
"GUCA1C",-1.80384310080151,2.76247984015018,-9.71766671311856,1.07002890613912e-14,3.34532015889537e-12,23.1228536284476
"PALM3",-1.56515723565395,6.06020071747418,-9.71422155261177,1.08571659387772e-14,3.3586357116714e-12,23.1086364919389
"DHRS2",-1.53418468677588,4.34495800697354,-9.69448604390695,1.18013797969993e-14,3.6126973903564e-12,23.0271775770905
"DHFR",1.03916762190568,5.28824210871277,9.67962340564077,1.25665077717966e-14,3.78568365437131e-12,22.9658132333125
"LOC728743",-0.903355076353712,5.81574985586966,-9.67854173811646,1.26240982077171e-14,3.78568365437131e-12,22.9613466704291
"SLC41A1",-1.10231357169079,6.12024426512327,-9.65781014053503,1.37805557236454e-14,4.09073708693427e-12,22.8757231140785
"XLOC_l2_004168",-1.3927959911208,2.99150755094121,-9.6413260225534,1.47755281551386e-14,4.34223221423214e-12,22.8076206012641
"SLC16A7",-1.63554177953499,4.03347285446189,-9.62603689121642,1.57627316144654e-14,4.56284449554166e-12,22.7444382185622
"XLOC_012670",-2.17281061862558,6.32870187503375,-9.62492970659873,1.58367407971025e-14,4.56284449554166e-12,22.7398621491785
"PGA3",-3.47748480414296,7.02310796224498,-9.61878976304397,1.62535376627562e-14,4.62101678524234e-12,22.7144838177342
"UPP1",1.87354150616181,4.84536868347767,9.61588419135832,1.64545966042026e-14,4.62101678524234e-12,22.7024732695354
"XLOC_l2_005465",0.323660971365381,8.62229991983295,9.61508449843943,1.65103703025196e-14,4.62101678524234e-12,22.6991675363779
"CKMT2",-2.64898638734739,5.67070578462543,-9.59699046906936,1.78243037359346e-14,4.94170413388344e-12,22.6243596456861
"KCNK2",-2.58918697232691,3.67855700519344,-9.58160830481746,1.90235403248854e-14,5.2248953557732e-12,22.5607462626214
"CEACAM6",2.99473433614626,6.8971202042159,9.55905073095649,2.09302017863559e-14,5.66662902523047e-12,22.467430128095
"TSPYL4",-0.73361371541186,6.42832125449058,-9.55806782190442,2.10175093150307e-14,5.66662902523047e-12,22.4633632631319
"XLOC_008013",-1.87451114560443,3.34288561713623,-9.54072513560665,2.26195241277575e-14,6.04311431878671e-12,22.3915960394031
"PDE1B",-1.93496518825173,4.39940621805233,-9.53518470435647,2.31567139560217e-14,6.13089648414022e-12,22.3686645598904
"F12",1.80186339496274,5.64377306876801,9.53049098104358,2.36218142756483e-14,6.19819533868528e-12,22.3492359825354
"AGMAT",1.7353661750758,5.57033934053447,9.52083922164873,2.46078739771157e-14,6.39978938442014e-12,22.3092802704909
"ABHD11-AS1",1.73385468904605,4.29855939096385,9.51364728706219,2.53693935144592e-14,6.53996260178006e-12,22.2795036614116
"RPRM",-1.95433969365743,3.07519166414282,-9.47510877062317,2.98716799017167e-14,7.63364286044912e-12,22.1198871624316
"PLIN5",-2.38514760716832,4.8679824868768,-9.46525682625827,3.11460808271182e-14,7.89069847713233e-12,22.0790679163336
"FOLR1",-1.89421844658909,7.80128628144701,-9.45496584840479,3.2535569333984e-14,8.17226762040274e-12,22.0364231716984
"NRBP1",0.583619883244532,6.30249301200424,9.43947170304934,3.47458007778726e-14,8.65347112932306e-12,21.9722046772754
"KCNE2",-2.46861733065251,8.62317596561724,-9.41813678179782,3.80378890948273e-14,9.32650414927965e-12,21.8837538910695
"ZMIZ1",-0.968301650460864,7.07959948579899,-9.41785805203134,3.80829079186593e-14,9.32650414927965e-12,21.8825981441234
"ARHGEF17",-1.04939314687189,5.91142621692798,-9.41206809523676,3.90302515720045e-14,9.43231204215796e-12,21.8585891531753
"GABARAPL1",-1.03438197594915,6.45180784817007,-9.41130493815168,3.91568691011049e-14,9.43231204215796e-12,21.8554244483854
"GGA2",-0.749197445737732,6.07153940594836,-9.39196707407102,4.25064963559126e-14,1.01559423976224e-11,21.7752214115643
"ABTB2",1.20469075123795,5.53177334926251,9.38838955349679,4.31569873641348e-14,1.02275373750679e-11,21.7603813427525
"XLOC_000682",-0.947084727674917,3.97935384152803,-9.38651297765719,4.3502183608394e-14,1.02275373750679e-11,21.7525967337521
"ANGPTL3",-1.24847750506714,2.35397953879003,-9.37839117704889,4.50284119287046e-14,1.05023410298474e-11,21.7189026305116
"REXO2",-0.749906951927978,8.49081058721328,-9.36968289937663,4.6724579099867e-14,1.08121411857235e-11,21.68277116171
"FGD4",-0.747396056820187,6.85399014940113,-9.36385936715065,4.78944839554051e-14,1.09962741756363e-11,21.6586063017166
"CCDC101",-1.28312413335464,6.73514410739946,-9.35607104152541,4.95051610703104e-14,1.12779664615061e-11,21.6262854118005
"XLOC_001748",-0.890305918955839,3.78697304757797,-9.35357768093385,5.00322005529315e-14,1.13103562296119e-11,21.6159374348409
"IRAK2",1.30233808783965,5.13759992861309,9.34962321826101,5.08796500024164e-14,1.14141309486337e-11,21.5995248376959
"TMEM161B",-0.740280892826508,6.49035351759101,-9.33161361386107,5.49249770370171e-14,1.22282971603323e-11,21.5247664530026
"FZD4",-1.04596503336986,6.57619677821815,-9.31899680760141,5.794969229669e-14,1.27224785113082e-11,21.4723827421269
"PAPSS1",-0.719677755475669,6.42987796527154,-9.31875005533891,5.80104845690521e-14,1.27224785113082e-11,21.471358162005
"CHRNA5",1.66284482064654,3.28097142796416,9.31511370138428,5.89138251168394e-14,1.28248851298791e-11,21.4562586698433
"LOC100506452",-1.71919243503402,4.04605644531587,-9.29567696248253,6.39870530484561e-14,1.3826849374912e-11,21.3755375888288
"LOC100505754",-1.50642802264629,4.34825143653545,-9.28705333630616,6.63761062339198e-14,1.41500227658436e-11,21.3397168331118
"ASB11",-0.598029538610379,2.01197412296439,-9.28680719133514,6.64455948579835e-14,1.41500227658436e-11,21.3386943379095
"TRIM10",1.10849044476364,4.34268502376076,9.28481384024616,6.70110278489846e-14,1.41677704059421e-11,21.3304137623091
"MRGPRX3",-1.75906886290717,2.92719678371634,-9.26685512806343,7.23278252398888e-14,1.51826437724989e-11,21.2558017457938
"ME3",-0.848116390708375,5.64118891721224,-9.23663634278017,8.22466298844476e-14,1.7040428644839e-11,21.1302143664135
"XLOC_009183",-1.3306651278638,2.70309475107178,-9.2363761152607,8.23377183737288e-14,1.7040428644839e-11,21.1291326666842
"GRIN2D",2.37309570278527,3.80501695121278,9.22833844416196,8.52015527661041e-14,1.74284282439134e-11,21.09572035798
"GHR",-1.22265698116803,2.80757299178665,-9.22779544853187,8.5398586740286e-14,1.74284282439134e-11,21.0934630227513
"LRIG1",-0.879333732971355,7.48201324583979,-9.22360964460174,8.6932885067737e-14,1.76191974232459e-11,21.0760613301252
"XLOC_l2_015800",1.92768510851915,4.16757352212698,9.21723011234307,8.93246298614334e-14,1.79799467285466e-11,21.0495378718377
"ANXA2",0.843918262702742,7.08271593208243,9.21397385990504,9.05707527360423e-14,1.81067570163729e-11,21.0359989074408
"PPP2R3A",-1.30170337430561,6.16048426652857,-9.21120111430029,9.16455769136485e-14,1.81978392860696e-11,21.0244698538613
"DCAF12L1",-1.06466379907552,2.24488299731786,-9.19158906054232,9.96221195828714e-14,1.96489587268552e-11,20.9429118494885
"MALL",2.32431188439258,7.54379823505472,9.18703897195589,1.01570080421507e-13,1.98996101561817e-11,20.923987215707
"GJB2",1.37147441046053,5.76522998370584,9.17632687436327,1.06308236240604e-13,2.06899764678072e-11,20.8794295709681
"YPEL1",-0.743224789058311,3.90822597947766,-9.16691365739051,1.10654496954543e-13,2.1394173398027e-11,20.8402699735679
"LDHA",0.9088503521075,8.24141260868843,9.12733074058415,1.30968193103923e-13,2.51561650910987e-11,20.6755549338527
"CELF4",-1.67227726806997,3.43995742304716,-9.12561162328793,1.31930604718419e-13,2.51764715030189e-11,20.6683995177255
"CEACAM3",1.94182824037038,4.79551927186058,9.113761473101,1.38760375004401e-13,2.63089671008344e-11,20.6190722801311
"ADORA2B",2.2754864512179,4.16968549606774,9.11109233710168,1.40346991557251e-13,2.64392140249007e-11,20.6079608655297
"ODZ3",-2.06124223427894,3.28516997868379,-9.10862860403014,1.41827647874498e-13,2.65479676161512e-11,20.597704231592
"LIFR",-1.31861748184686,4.65672800579324,-9.09912077326444,1.47689994520325e-13,2.74703389807805e-11,20.558120040225
"XLOC_012240",-2.100080811637,4.69713315156317,-9.02512822809627,2.02442638420663e-13,3.74175110560154e-11,20.2499250764673
"XLOC_001589",-1.25177718418349,5.83636161413166,-9.01720050541687,2.09402208708256e-13,3.84619506844889e-11,20.216890158979
"SIGLEC11",-1.18475524344488,3.92743929118377,-9.01443853023246,2.11882799405407e-13,3.86758491237645e-11,20.2053803474074
"CEACAM1",1.28217900695301,6.33528676602041,9.00584122017688,2.19794344081188e-13,3.97645280729487e-11,20.1695512397605
"ACOT7",0.951624508605223,6.76064988317617,9.00503292773952,2.20553221583321e-13,3.97645280729487e-11,20.1661825385888
"AGR3",1.06329243895803,8.03345924997392,8.9999041387955,2.25430038449095e-13,4.03959632313537e-11,20.1448067714107
"DNAJC6",-1.23974854238726,4.22506533008124,-8.99294142997981,2.32224095370461e-13,4.13612225136188e-11,20.1157858447042
"LAMP2",-0.690466523932919,5.99000688398246,-8.98299008866813,2.42292202986224e-13,4.28944774780672e-11,20.07430468023
"CD55",1.65522410351273,6.72043747718163,8.98027964922899,2.45109470131141e-13,4.31333958575688e-11,20.06300578539
"NOXO1",1.14429090423383,3.93805960911715,8.96843363236024,2.57812765590409e-13,4.48399041226019e-11,20.0136203063707
"C8orf84",-1.94405875160086,5.44710611723349,-8.96839210558158,2.57858438706946e-13,4.48399041226019e-11,20.013447173289
"LRR1",0.744331099713699,4.65908090997809,8.95792670421066,2.69631195670334e-13,4.66113034021163e-11,19.9698127235022
"GPSM1",-0.781301446537515,4.90560666276269,-8.93975666455908,2.91364978290998e-13,5.00738829357652e-11,19.8940443113635
"GPT2",-0.977125426297381,7.00219560014437,-8.93617439028588,2.95852730149355e-13,5.05495350792398e-11,19.8791048437595
"C14orf37",-1.34701556085943,3.13421980570962,-8.92983893909552,3.03959821228533e-13,5.16345157587522e-11,19.8526823597828
"ANXA2P3",1.17765460682455,4.04093849699072,8.92652989894735,3.08282320245237e-13,5.20678208469369e-11,19.8388811461093
"XLOC_003296",-2.09511611542689,4.15741459150539,-8.92056109144323,3.16235548941444e-13,5.31058874988067e-11,19.8139856313367
"SNORA80",-1.16046492619752,4.51872319853904,-8.91333701496357,3.26136895610763e-13,5.44574493648245e-11,19.7838526782408
"GIF",-4.10858365651445,7.81716203425188,-8.90758032628106,3.34248979248832e-13,5.54966610291789e-11,19.7598390769863
"PPA1",0.649754998320116,8.67171650365388,8.90278505882878,3.41160412794193e-13,5.63259674786278e-11,19.7398350377648
"PXMP2",-0.669532719734508,6.53207099901431,-8.88298470015204,3.71248348332357e-13,6.09510975463202e-11,19.6572265629792
"METTL7A",-0.844365276799115,9.31791850969876,-8.8785798306199,3.78295434988588e-13,6.17630346858035e-11,19.6388472229041
"XLOC_004446",-1.75170200789188,4.18819943847434,-8.87559216996544,3.83151343746471e-13,6.21639006467792e-11,19.626380801787
"BAIAP2L2",1.43737927837056,5.49135982855886,8.87447610837032,3.84981282078189e-13,6.21639006467792e-11,19.6217238017438
"PAIP2B",-1.18594985919712,4.69490871858912,-8.85606821226787,4.16458696060977e-13,6.62660330669423e-11,19.5449067258197
"DNER",-2.35132328813693,3.36940790040299,-8.85597445738834,4.16625444758122e-13,6.62660330669423e-11,19.5445154519471
"CLDN4",1.33401919273638,5.15055842445288,8.85491625760019,4.18512161381429e-13,6.62660330669423e-11,19.5400991709844
"EGFL6",-1.58053745779662,4.34567194647387,-8.85441700530532,4.19405272575584e-13,6.62660330669423e-11,19.5380155828635
"SUN5",-1.28359038749248,3.30646944801057,-8.85298482312187,4.21977909392682e-13,6.63159721991024e-11,19.5320384417478
"PAQR5",-1.64429102725368,5.36475826044871,-8.84497171844362,4.36666350755168e-13,6.82593123191111e-11,19.4985948590971
"CLCNKA",-1.84742756481381,3.86600000972889,-8.84128815913264,4.43589306191923e-13,6.89746165627949e-11,19.4832203862774
"ANXA2P1",1.00235558861217,8.15373927836068,8.83676740722794,4.52236167932874e-13,6.99490342274279e-11,19.4643510093492
"ACADL",-1.47082746210077,3.53853000719802,-8.82903911918521,4.6741099186842e-13,7.17284155978717e-11,19.4320919730451
"LACTB",0.516113172697696,4.80718608236071,8.82843337153697,4.68621743391567e-13,7.17284155978717e-11,19.4295634078576
"FUT5",1.32212767752312,2.84944199223826,8.8248378829854,4.75873254556678e-13,7.24609492482469e-11,19.4145545547992
"PDE8B",-1.18629427328228,4.56633930354447,-8.81830438741218,4.89339191507017e-13,7.41273204124135e-11,19.3872803307986
"GLUL",-1.27952144370667,8.3988880797266,-8.81269594211612,5.01202633587192e-13,7.55350922864636e-11,19.3638666473931
"PLEKHM3",-1.47033653158354,3.69674793767029,-8.80527759356084,5.17338293603115e-13,7.75690702673895e-11,19.3328955782383
"XLOC_l2_002611",-2.3789281686047,3.62428686172448,-8.77553376812048,5.87432423532213e-13,8.76317972729171e-11,19.2086999634931
"LOC644192",-0.875395166924625,2.44245520018165,-8.76349046189019,6.18450600439809e-13,9.17930618470964e-11,19.1584053734411
"XLOC_005517",-0.753465921539782,8.53919432784442,-8.74683667305889,6.64064427379631e-13,9.80679667931286e-11,19.0888497190666
"TMEM37",-1.27891862729786,5.78374610803062,-8.74160054145265,6.79090831751321e-13,9.97856068175391e-11,19.0669790186078
"RAB3B",1.45264193088502,3.07024568079713,8.726123029157,7.25528205269608e-13,1.05663369452083e-10,19.0023267804085
"GCNT3",1.81174587999672,6.32301280578603,8.72564246077771,7.27019881218399e-13,1.05663369452083e-10,19.000319257088
"IPW",-0.742638836376011,2.88131493201138,-8.72472432060701,7.29878317638927e-13,1.05663369452083e-10,18.996483806514
"RGN",-1.5157474597135,5.4788074401164,-8.72149226145458,7.40030502411528e-13,1.0623028867307e-10,18.9829819776253
"CCL15",1.97800596556197,5.83276546812035,8.72117840381748,7.41023859329635e-13,1.0623028867307e-10,18.9816708317162
"CKM",-3.26624444795035,5.33942807263993,-8.71782111878878,7.51733546831717e-13,1.07242453758692e-10,18.967645546073
"SERPINB5",2.8198444725381,6.20783308767984,8.71112436982814,7.73561293051245e-13,1.09823281546812e-10,18.9396685165054
"HDC",-1.91226377912326,6.31407074026055,-8.70278859235115,8.01620287378595e-13,1.13259697141741e-10,18.9048424449049
"OBSL1",-0.715551047435573,4.76102606187572,-8.69805968228687,8.17989037006365e-13,1.15019434543268e-10,18.8850847053243
"CDK14",-1.02702213495227,4.75455338929556,-8.69169685786991,8.40542892074132e-13,1.17476516721284e-10,18.8584994355941
"SLC25A36",-0.639621764711666,6.56221959613364,-8.69088694897461,8.434580450589e-13,1.17476516721284e-10,18.8551153847914
"TMEM132A",-1.20003068992823,7.38185075954575,-8.67645127613616,8.97149260959832e-13,1.24365200382488e-10,18.7947958795987
"INPP1",1.13552697481904,5.76686542008751,8.67428901841397,9.05481000058157e-13,1.24930871500982e-10,18.7857604307639
"STARD5",0.947120330283677,5.68731282644038,8.66880530793835,9.26960247090035e-13,1.27296765147112e-10,18.7628450778607
"PTPRM",-0.914337663748659,5.01052078053382,-8.66720684380599,9.33316807174502e-13,1.27573555019741e-10,18.756165271016
"C20orf118",2.17578335259789,3.78321163703646,8.66390119224535,9.46601092825713e-13,1.28790337573898e-10,18.7423511184104
"FUT3",1.44843175265166,7.71485691141374,8.66196827015004,9.54456399627483e-13,1.29013230961356e-10,18.7342734117326
"CECR5-AS1",-0.89424810165595,4.34979955899473,-8.66134106345918,9.57019339511895e-13,1.29013230961356e-10,18.7316522875407
"TMEM150B",1.18209175212425,2.58433829306659,8.65649275175221,9.77064813643531e-13,1.31114067321261e-10,18.711390664602
"ABP1",2.10123995616234,6.20291724402866,8.64933253723386,1.00744042859225e-12,1.34063799091714e-10,18.6814663335589
"KCNJ16",-3.06979327631096,6.22064440086182,-8.64916323437317,1.00816998772522e-12,1.34063799091714e-10,18.6807587599729
"XLOC_002678",-0.9953863479823,2.14230770292064,-8.64609025502702,1.02150438226071e-12,1.3522509363008e-10,18.6679156304898
"PGM2",0.617096549841868,5.92265056490099,8.64296049504757,1.03526669745002e-12,1.36432366388615e-10,18.6548349697169
"MYRIP",-1.58133359580801,5.83806293030889,-8.62572040798301,1.11447186419492e-12,1.46214728325716e-10,18.5827769963603
"LOC100505535",1.29604886641992,3.46143552573318,8.61259796663148,1.17880232554953e-12,1.5396730108111e-10,18.5279250653541
"ZMYND15",0.679293381422515,5.97529194326707,8.60216900319692,1.2325698018952e-12,1.60277705035824e-10,18.4843292909298
"KCNMB2",-1.45576036828324,3.60297935714087,-8.5849419658503,1.32681649424886e-12,1.71773053449275e-10,18.4123109291719
"FBXL13",-1.73141187363519,5.12193903961478,-8.57386547532704,1.39119150889513e-12,1.7881576538012e-10,18.3660020978707
"XLOC_l2_008124",0.948523220179456,2.89415805575297,8.57349709235614,1.39338540465657e-12,1.7881576538012e-10,18.3644619139416
"SNURF",-1.03923683701376,6.41507520070081,-8.56365983309735,1.45326962453561e-12,1.85689946634142e-10,18.3233320654585
"LOC100306951",-0.619447004035063,6.89483939130115,-8.55965824884404,1.47836026062723e-12,1.87020395289414e-10,18.3066008205848
"LOC285141",-1.10502322128934,4.82216278084423,-8.55927864749123,1.4807628310374e-12,1.87020395289414e-10,18.3050136332498
"C21orf30",-2.24247140523247,4.25762073021161,-8.55896141533128,1.48277365259404e-12,1.87020395289414e-10,18.3036872216764
"ASPHD1",-0.930952120431639,7.34010081114185,-8.55209519830764,1.52697231994439e-12,1.91772062130451e-10,18.2749777412056
"ZNF204P",-0.763961101520112,5.77535539467659,-8.55074531173633,1.5358156100617e-12,1.92061911270183e-10,18.2693334073719
"OR52K2",-1.94391977646303,4.02941588572114,-8.54867498521349,1.54947831412349e-12,1.92949443624835e-10,18.2606766071956
"XLOC_l2_006027",-1.63717976397396,2.9297142442567,-8.54307028308886,1.58707904362269e-12,1.96797801409214e-10,18.2372409011796
"XLOC_011486",-1.70051468914769,2.82949232058962,-8.53963602322494,1.6105686448788e-12,1.9868758425689e-10,18.2228804939969
"ANKAR",-0.567711031901691,4.30613320872498,-8.53887209155597,1.61584090912606e-12,1.9868758425689e-10,18.2196860753495
"PSMD1",0.457305612230888,7.8955346131033,8.52539659611353,1.71173431762694e-12,2.09601867193419e-10,18.163336010771
"ST14",0.54871575142345,7.81208367449506,8.52034335290977,1.74914473034296e-12,2.13294047034518e-10,18.1422042542588
"ND4",-0.783563244615943,9.81929927743398,-8.51814087265578,1.76570527753698e-12,2.13892901848875e-10,18.1329937496295
"GTF2IRD2",-0.56023349726515,4.31524482241719,-8.51775639973844,1.76861219372794e-12,2.13892901848875e-10,18.1313859227846
"XLOC_011294",-1.14710568359815,3.38352456463279,-8.5166823353759,1.77675836849282e-12,2.13997438251094e-10,18.1268942819682
"CD58",0.701764839538987,5.46979499741763,8.51563471064562,1.78474019243832e-12,2.14081407246438e-10,18.1225131919095
"ZNF626",-0.679645424962865,6.22257813679198,-8.50768806748431,1.84646570418094e-12,2.20585098026299e-10,18.0892803580638
