gene,logFC,P.Value
XLOC_002151,0.0546777284495263,0.477878894582576
LOC100653014,-0.0823369156690743,0.47789287291645
LRRTM1,-0.0874757202417284,0.47790941118126
LOC100134868,-0.0731947699277686,0.477983140504172
C1QTNF6,0.0473782596066656,0.478172924153184
XLOC_007154,0.0124864103521192,0.478183874136708
LOC338579,-0.0414065190365678,0.478190477346612
XLOC_009494,-0.0789074931803393,0.478313814845284
CLRN1,0.0574078194547485,0.478480631618439
XLOC_002654,0.0900155437567491,0.478484886966891
XLOC_011835,0.0767997596010197,0.478494771793463
C17orf101,0.0399890631980346,0.47850362999886
RP1,-0.0289781871984318,0.478513495100686
SSX1,0.0319142068822875,0.478566066010738
HMHA1,0.0943072628417161,0.47860616396217
C2orf71,-0.0715405226590082,0.47864702330755
XLOC_012112,-0.10093306664719,0.478667853437996
SCARNA1,-0.0771992663541119,0.478737579091756
BLOC1S2,0.0423865162417618,0.478756408074843
ADPRH,-0.0718077499321703,0.478854842750392
NEUROG1,0.0569528668500725,0.478865121609509
XLOC_001230,0.0440663473984657,0.478905177718122
LOC100507003,0.080914333080798,0.478934377498811
XLOC_005137,0.0092097796186057,0.478990891480609
NFE4,-0.0578104200817919,0.478999963830992
TTC32,-0.0470052056450112,0.478999977927484
XLOC_003501,0.0311294738944667,0.479012232330009
XLOC_l2_010014,-0.0330039115667438,0.479018148390631
XLOC_009578,0.033206622460151,0.479132589131926
RNASEH2B,-0.0466942690034955,0.479134923645867
CERK,-0.0517577731792151,0.47914017419218
LINC00264,-0.0556308812278614,0.47919759927283
XLOC_012021,0.058747267349252,0.479556969115729
LOC100506262,-0.0838440995689229,0.479568107513774
XLOC_011424,-0.0524650819138057,0.479589588990777
TAS2R4,-0.0941988111007446,0.479666293834135
FLNC,0.0813219492509072,0.479686261063838
LOC441204,-0.0517614336158876,0.479702048267138
COL6A4P2,-0.0567797986112395,0.479739968801174
AGTR2,0.0399949507305295,0.479752453177876
PLAGL1,-0.0682625569934578,0.479900803088852
XLOC_004789,-0.0406739201292405,0.479918356086483
ARL13A,-0.022092365569476,0.47994205056963
XLOC_007190,0.0674975474974708,0.479956137269238
HTRA1,-0.0835482266525176,0.47995953585442
XLOC_l2_004553,-0.0526228013812062,0.479961368276545
XLOC_002792,0.0355624461722197,0.479992690984098
XLOC_008424,-0.0358000739122801,0.479998743195368
XLOC_007322,0.0378217305538147,0.480032351318676
AADAC,0.0924377853209997,0.48005533048143
LOC100130428,-0.0856707791618692,0.480065238537045
XLOC_005768,-0.0931184993624696,0.480100738590917
ART4,-0.0465862030973059,0.480117821090806
XLOC_000312,-0.0203865301367698,0.480131320033903
XLOC_009392,0.0434194261702674,0.480139128926252
MYOG,0.0976137985145895,0.480190879537786
TRIM61,-0.046615825825107,0.480196951984389
SLC41A3,-0.0343984685083134,0.480217984116781
XLOC_006240,0.0259384220554002,0.480256706394405
FLJ44054,-0.0350078454490816,0.480307859999805
MRPS33,-0.0352806624646327,0.480335532014349
PACSIN2,-0.0348293589175128,0.480380020378735
LOC253573,-0.0132746211728809,0.480382844574648
THSD7B,0.0239687835171782,0.480399148539245
LOC100128075,0.0204979282243902,0.480542817779237
XLOC_000920,-0.0847057749160953,0.480605687378999
LOC100133050,0.0478304465778976,0.480675577554094
KRTAP19-7,-0.0659910404615278,0.480778038069035
DENR,0.0652388309866594,0.480842506959907
LOC100190940,0.0490229782432097,0.480866320019358
XLOC_010205,0.0136852499283735,0.480874872643987
GNB2L1,-0.0338502281980873,0.480914267102488
XLOC_011390,-0.0166079253222302,0.480942350726323
EPHX3,0.0667715489062513,0.480984261779063
TBX22,0.00923288756509777,0.480998320803556
XLOC_002943,0.0369746989918209,0.481032466004158
LOC100131742,-0.0960877103742979,0.481196279812513
KRT31,0.089632244293059,0.481380743304706
XLOC_008380,-0.100196475300139,0.481381938884134
XLOC_000767,0.076748753761545,0.481434486357104
AGAP1,0.0365052025319867,0.481447581109868
LOC729968,-0.041879971563046,0.481497238790664
IFT74,0.0659918313534877,0.48149953627313
XLOC_003702,0.0476734254455307,0.481520441523143
LOC349196,0.0775111389499479,0.481527450332169
SNORA59B,0.132034100766253,0.481574020772774
RPS6,0.0552450243081006,0.481621887560303
XLOC_006034,-0.0807220105034618,0.481660294411599
DCDC2C,0.0356551799193172,0.481782533814178
XLOC_008585,-0.0290429013417017,0.481865926108243
XLOC_001426,-0.0688257137418689,0.481891888253958
VSTM2B,0.0417838144333871,0.481957363477345
XLOC_l2_003414,0.0201544421384148,0.481995963291251
MESP1,0.192083854405132,0.482012072080942
XLOC_005372,-0.0333933112598426,0.482181876318877
SNORA23,0.0871809974582476,0.482191086322021
LOC100130051,-0.0652260096906203,0.482212549991034
XLOC_000964,0.0115058412254971,0.482225881408622
LOC100505826,0.0732725614645107,0.482277181331023
NEO1,-0.0824079100943349,0.4824172765027
PRB2,-0.0652888870756743,0.482454670960992
XLOC_l2_001731,0.05639306183267,0.48248177955988
OR5AC2,0.0166132907906213,0.482492265042313
LOC100126584,0.0350850651065977,0.48252279734024
LOC100128922,-0.042712389043247,0.482532418840407
ALG5,0.0372052804549092,0.482534016008225
LOC100216001,0.0797343219085467,0.482573927050558
PRY2,-0.0766158128685388,0.482743278380666
XLOC_006308,0.0549243474126078,0.482909905619278
SCAMP3,0.0294467759230859,0.482914289221699
VPREB1,0.0630713765815578,0.482953049217856
XLOC_003834,0.0281126395850622,0.482953086248873
LOC399900,0.0792349858946459,0.483012116506085
NDUFS7,-0.0229192004473475,0.483067804474476
XLOC_004051,-0.0309957878135911,0.483101079103245
XLOC_005516,0.0248238762759234,0.483117143488525
MGC40069,-0.0668134310063484,0.483166286170876
VAX1,0.0618794327347338,0.483216641866362
LOC100506255,0.0956631298923591,0.483266451373029
ACTN2,0.0545657878685204,0.483308208269257
XLOC_008704,0.0200772902474662,0.483311466975642
SEC14L1,-0.037185909085756,0.483329501578652
XLOC_l2_013149,0.0405487372842566,0.483550858611068
VN1R4,0.0506605318575215,0.483616624724739
ST7-OT4,0.0439913618770853,0.483662986300896
XLOC_000071,0.0827739267097996,0.483769991023052
XLOC_001710,-0.0536795403498465,0.483776502584701
LOC100329135,0.0315318004904777,0.483885662217062
XLOC_000967,0.0246275737082191,0.483890383111626
SDC2,-0.0473420557239068,0.483918302055698
STAB1,0.093673677305568,0.483978162982522
DCHS1,-0.0777740840240879,0.484087712466461
CCDC42,-0.121058597713712,0.484175973113203
TMEM38B,0.0546223953140084,0.48431779721982
LOC729305,0.059558630385173,0.484327116209266
GALNTL5,-0.0552011550476348,0.484395059774909
XLOC_003063,0.0329869452320171,0.484412673237011
LOC255025,0.0125696948427845,0.484473501707733
XLOC_007211,-0.0455501446833528,0.484690157006316
XLOC_011715,-0.050802288313692,0.484709681280209
TAF1,-0.0401366717521121,0.484727810345765
FAM133A,0.0282579177405728,0.48473654566989
XLOC_005171,-0.0404612064912897,0.484784868299842
XLOC_011787,-0.0640512027663116,0.484804381100969
XLOC_l2_007470,0.0428916171385876,0.484807379387707
LOC100506213,0.0155697044913108,0.484923943547421
SNORA78,-0.0515278610685681,0.484966293962625
IQCF3,0.0835601434735109,0.485033612477971
XLOC_l2_015213,0.0838008989327932,0.485057154988199
XLOC_012759,0.0599676461498566,0.485100824028738
CR2,0.212111344076758,0.485116028541219
IGF2BP2,0.0537620548835926,0.485149128370308
LOC100132273,-0.0581319131844085,0.485348469205492
C5orf47,-0.0190798316113527,0.485379509564813
WNT8A,-0.0157152164383738,0.485505156112175
ZNF624,-0.0555804135662457,0.485556074559427
GATA3,0.101440407296678,0.485569788791967
XLOC_002008,0.0202390603582607,0.485619502574468
XLOC_004584,-0.0706169772323799,0.485675636386152
XLOC_l2_009050,0.0523963804930676,0.485725330239641
ARHGAP4,0.0505741897078575,0.485726206649039
OR10Z1,0.098986907181698,0.485764266604812
LOC100509968,0.0154532960609459,0.4859388785949
CKAP5,0.0372117372959258,0.485975649839848
XLOC_004423,-0.0444656277172244,0.485994858788184
FREM1,0.0722957617793538,0.486059586522545
DDIT4,0.067110157381622,0.486078901141663
ZHX3,-0.0503598634808178,0.486080940861246
SPTBN4,-0.0611045825584811,0.486135509079985
XLOC_l2_009105,0.0999708829700436,0.4861603445698
INPP5B,-0.0720759726249556,0.486261744097717
XLOC_002085,-0.049922841281006,0.486291257073585
ADAM7,0.0483900294440491,0.486401564792623
XLOC_006123,0.0227356464900805,0.48640772892327
XLOC_003372,-0.0499682483008879,0.486442492348873
C5orf46,-0.0130749007084074,0.486504320287291
XLOC_009577,-0.0745773015701943,0.486563228577689
LOC729887,0.0508346959121848,0.486638961302919
OR4N3P,-0.0622063070223675,0.48664230276298
XLOC_002796,0.0924580395248684,0.486676784617229
KRTAP2-2,-0.026381460415333,0.486692874737317
XLOC_007017,0.143219433180768,0.486721627828612
OR13C5,-0.0558748827337041,0.486768353732879
DNAH5,0.0889823015789979,0.486772052560538
MAML2,0.075515865354439,0.486797696429554
PIP4K2C,0.0605069469428141,0.486813528404529
CYP4A22,-0.0625726649597211,0.486832021956259
XLOC_013772,-0.0611522271537615,0.486911065442971
XLOC_002595,0.0462377665428071,0.486973392595624
NFE2L3,0.0532559594236943,0.486983392173238
LOC730441,0.0588916216462136,0.487045797384066
XLOC_006105,-0.0368029288288119,0.487116775011653
LOC100507632,-0.0460701250371713,0.487175596842844
XLOC_005533,-0.0577324746697654,0.487191501995882
SVEP1,-0.0540870495327477,0.487212797574234
XLOC_007512,-0.0381537477744438,0.48723189751659
XLOC_001545,-0.0493042374826091,0.487239596295624
XLOC_l2_000489,0.0268834820232804,0.487369890800359
XLOC_000912,0.0416001754013218,0.487404014895007
XLOC_002900,0.0160549649373469,0.487609441652459
LOC494558,0.0311086526426971,0.487618179420147
XLOC_001593,0.0313461256733767,0.487733308901469
HOXA1,0.0355508874177974,0.487798632416131
CLEC2L,0.0545365852529145,0.487802030950197
C4orf11,-0.0212373612011951,0.487851418252192
XLOC_001397,0.00982845583497527,0.487869290890873
XLOC_l2_012584,0.0662969881091677,0.487988152948986
XLOC_001130,-0.0723726987999334,0.488037148029462
XLOC_003969,-0.0462023945940162,0.488171962684658
TXLNA,-0.0286577394113046,0.488292036951467
NMUR1,-0.106291663736457,0.488432126440984
HCRT,0.0540205579097011,0.488448149790663
FLJ41327,0.0897913506663337,0.488460650872883
XLOC_005128,0.0351984830256389,0.488480480032031
LOC144486,-0.0586518918463697,0.488741407229028
XLOC_003422,-0.0716023560753625,0.488751100484793
C1QL3,0.0481544602261819,0.488756957905298
KRT32,-0.123429735843426,0.488764584209918
TADA3,0.0207322230564824,0.488863527500941
XLOC_008416,-0.0395299707203414,0.488864807299392
C16orf48,-0.0362487932012172,0.488883661171881
LOC100131257,-0.0649030717310826,0.488892708589733
PCDHGA8,-0.0516946394664703,0.489037689992291
LOC100652778,0.0589771518961593,0.489043470156993
LOC100506942,0.0581300777185481,0.489127955089166
KRT84,-0.066590052015824,0.489174608489498
PEX5L-AS2,-0.0265550801655023,0.489212041643711
TTC25,0.0895671265831877,0.489290332212277
LOC339666,0.0520159663782731,0.489339788460858
XLOC_012637,-0.0499122332780106,0.489475183769786
CNR2,0.10481606753531,0.48951764219488
GLRA2,-0.0699923179345148,0.489521169977648
CSTT,-0.025969898962741,0.489575539853011
NBR2,0.0629332632456725,0.489621259033508
XLOC_012171,-0.0715554639004852,0.489623578541446
TEAD3,0.0412803808730455,0.489705821122749
TAF4B,0.0624639730241516,0.489721888551074
ALDOAP2,-0.0790218337540021,0.48975620859191
XLOC_l2_006578,-0.0538894883490384,0.489815533370406
DGCR14,0.0798427230336212,0.489827042105056
XLOC_000340,0.0100462566248785,0.489842249264799
LOC100128644,-0.0972796986228024,0.489846323812711
PUM1,-0.0295658326161172,0.489864832583698
ZNF665,-0.0596404332909397,0.48995414892322
EPYC,-0.0430473805420419,0.489981270806801
TAAR6,0.015422404307192,0.489989476069031
CST9,0.0294590803461603,0.490030229272667
XLOC_l2_012082,-0.0701114273721539,0.490205651840688
F8A2,-0.0279557371810473,0.490268024551758
XLOC_008495,-0.0366182525930465,0.490309768753321
KRTDAP,-0.0948385771795444,0.490344926161988
IQCH,-0.0773990812943977,0.490504362385961
XLOC_012630,-0.0141638313977217,0.490559941902107
RASSF5,-0.0569752846088116,0.490818628874787
D21S2090E,-0.0590299134125289,0.490828885694169
ATF3,0.0610073897505945,0.490877434391574
LOC100652849,-0.0577063161076148,0.490975154969657
OR2T33,-0.0715176590997839,0.490978594062402
CEP120,-0.0355593355861421,0.491022867907096
MLH1,-0.0449518689093065,0.491082655019122
OR8B4,-0.10360433318526,0.491098355771371
FLJ38576,0.0678039002611908,0.491252969146541
KLK5,0.0885906406987791,0.491293999995227
ZNF416,0.0327140680834157,0.491298842944209
XLOC_l2_006417,-0.0805228637816304,0.491391031645682
XLOC_002505,0.0236257135843532,0.491558451747874
XLOC_013947,-0.0391279604519446,0.491580083786491
XLOC_003350,0.0607955281587742,0.49162416318546
XLOC_009899,-0.101463285666022,0.491682583453939
CCDC120,0.106833205552848,0.491704670056022
XLOC_001741,-0.0448568331619967,0.491759410330192
XLOC_l2_001322,-0.0465763100096701,0.491897168225031
XLOC_008903,-0.0563244868617969,0.491923925974774
XLOC_l2_000253,-0.0358180663154122,0.491999792549284
LOC154449,0.0171877897542729,0.492087870514045
XLOC_002743,0.0260393408879285,0.492383408394056
SON,-0.0456941946982097,0.492542859624701
SNORD114-16,-0.0500667535351154,0.492658091402945
CACNG4,-0.0453417596947445,0.49271122597184
XLOC_006766,0.0170102628234867,0.492783743020636
C10orf10,0.0818591887755318,0.492799844711397
EIF4E1B,0.0596349120871871,0.492971958697259
OR7G3,0.014273984935208,0.493032150888552
XLOC_l2_003908,0.0111504182832791,0.493163617965299
XLOC_002002,0.0624201313501225,0.493217948608509
XLOC_008341,0.0701378747618628,0.493230558571054
XLOC_l2_003400,-0.0100479573742427,0.493381828086713
XLOC_013498,-0.0972733222254012,0.493419514852486
FGF23,0.010676701379289,0.493421122894532
GALK1,0.0504992113176463,0.493434050062569
MIOX,-0.0742057857339269,0.493539350571018
ASB14,-0.0331104515214484,0.493575364299264
XLOC_001182,0.0722727037728279,0.493663022983182
LOC100128727,-0.0358723907147069,0.493664940664525
XLOC_008489,0.0146708111021168,0.493666621876177
XLOC_012043,0.0392627219332258,0.493676908724628
CD207,0.0484940239127114,0.493711844929845
PODXL,-0.077666229001351,0.493723594636452
DNAH10OS,-0.0626541901343676,0.493825573620558
XLOC_012200,0.019403472152919,0.493865782581053
SERPINF1,-0.0972113618586423,0.493895861266836
LOC100506874,0.0767429824225647,0.493906415945363
NKX6-2,-0.253550086341505,0.493913763577128
XLOC_005545,0.124587978230895,0.49392202320451
XLOC_l2_010631,-0.0923040083763906,0.493924211567976
ACTG2,-0.0995341754861379,0.493955514471881
XLOC_004350,0.0368045236958701,0.494012870950151
OR2B2,0.0825196713500671,0.494033295686013
SCAP,0.0348344610195088,0.494117635464716
STK36,0.0473353995303141,0.494119093131846
FLJ45513,0.0853106410456936,0.494199949728872
XLOC_005601,-0.0470938755368455,0.494256496336711
XLOC_001874,-0.0119046431861654,0.494362298242997
XLOC_l2_005152,0.0249643483876596,0.494378784948594
LOC285084,-0.0367834980909756,0.494428584206072
XLOC_011748,0.0338008806961487,0.49458180027187
LOC100505529,0.0442604209628998,0.494651822681621
OR10X1,-0.0670294319963374,0.494662077604534
NUP210P1,-0.0158552017341875,0.494702560276036
XLOC_l2_013420,-0.0426985032368865,0.494746035339273
OR2B11,-0.0835358160144448,0.494784740480035
FGD5,0.0391354173188883,0.49484734585306
XLOC_003799,0.02640722310213,0.494866450923609
XLOC_009857,-0.0488836205625451,0.4948754144075
XLOC_010204,0.101344514571715,0.494918117116108
MS4A1,0.212539648349775,0.494943139493475
XLOC_001959,0.0476751619400684,0.494985352844902
XLOC_006763,-0.0195838175459557,0.495006277758119
XLOC_008713,0.045586805389725,0.495056336776223
EXTL2,-0.0553881987888247,0.495075558744551
XLOC_l2_010830,0.0527144157356578,0.495100578666774
XLOC_l2_000581,-0.119173903449864,0.495216274185635
CEACAM16,-0.0860563138595012,0.495236282830623
LOC100507468,-0.0829860894612202,0.495255933962367
XLOC_005359,-0.0533375223653341,0.495343475054383
XLOC_006901,0.0351020739497376,0.49535746697086
LOC100505540,0.0852346378142441,0.495358805493745
EID2B,-0.0638040626630207,0.495401921569092
XLOC_005008,0.0346858177773579,0.495449011802354
SLC43A1,-0.0917273966064034,0.495522601424683
XLOC_008452,0.0701090455041744,0.49564703703172
ZBTB37,-0.0732040471908806,0.495664285655134
WFDC5,-0.0875497297182446,0.495674199081853
GABRA5,0.0255009566077484,0.495755769228941
SLC25A2,-0.0547766298833163,0.495766366489253
C10orf128,0.041527409558292,0.495794592879024
XLOC_010206,0.0127348779339365,0.495831677985753
NKIRAS1,0.0510016440976515,0.495834802151814
XLOC_011074,0.069762868247869,0.495861279745115
XLOC_004491,-0.0415904936679867,0.49591376528956
SLC38A9,-0.0256088790747064,0.495934675664988
LOC100506458,-0.0792017855923244,0.496012713762878
XLOC_009683,0.0624533628212409,0.496079107900453
XLOC_009803,-0.0509945370853979,0.496093493908577
LRIT1,0.0804225007673822,0.4961208194424
RIBC1,-0.0893782822548492,0.496126710662097
TAS2R7,0.0505581569864544,0.496141535036851
XLOC_014412,-0.063810699988323,0.496204153846494
PPP1R12B,-0.0544949024808359,0.496258772707614
PCDHB17,-0.0130288830371579,0.496349665228149
LOC100506922,0.120694648772249,0.49646401378907
XLOC_003289,-0.0616270123508411,0.496512221367346
SOX15,0.0819042432385015,0.496560454744293
XLOC_l2_003885,0.0554634556159015,0.496728687682834
RNASE11,0.038932341667435,0.496735074711288
PMF1-BGLAP,-0.0651373155711057,0.496752281442925
XLOC_002181,-0.0337912367147215,0.496808816468437
XLOC_011726,0.0317301995554793,0.496937384271115
C2orf3,-0.0411082044430975,0.496941899477465
XLOC_008292,-0.0110433234281144,0.49695405759291
TREML4,0.0509592813006186,0.497010156083267
XLOC_010319,-0.190768789285649,0.497013910271677
KRT82,-0.0393890096913252,0.49705255297259
OR2M3,-0.0517107221486737,0.497159918888758
C1orf111,0.0811864573535364,0.497211182631869
LRRC43,0.0699252010716911,0.497218726171127
XLOC_004823,0.0619584731495941,0.497290462290289
XLOC_l2_014050,0.0592064323328043,0.497329357662923
XLOC_007267,-0.0381854200408245,0.497509500993049
XLOC_007412,-0.110118810985924,0.497560932476139
XLOC_l2_013967,0.0295345291034388,0.497597082357088
XLOC_l2_012984,0.00956665259647438,0.497617024138386
XLOC_l2_003888,-0.011350785981165,0.497641385491921
ULK3,0.0472233476398189,0.4977024732605
XLOC_010617,-0.0464536096091248,0.497795584344691
LOC100506992,-0.0648187815064651,0.497921760149759
ZFR,0.0208143493242403,0.497969339025973
GDPD1,0.0812694262274336,0.497992395028557
LOC100287314,0.122698424477059,0.498007180162062
TRAPPC5,-0.0253751413737611,0.498036132462018
XLOC_004441,-0.055787355982128,0.498044533006946
ATPBD4,0.0615561135798171,0.498159440251152
XLOC_001274,0.0141950092631518,0.49818375334119
PRAMEF12,0.10796512470362,0.498231337689148
SNORD114-26,-0.0657553263365134,0.498266186541086
XLOC_001194,-0.0972168971417302,0.498293549194201
XLOC_005659,0.0472641853729516,0.498294878329895
XLOC_009858,-0.0182688157902331,0.498323170391358
LOC100129171,0.0159323718177342,0.498323178972251
METTL21C,0.045257396857534,0.498326696813523
XLOC_006426,-0.0618096980831546,0.498335057331874
GMCL1P1,0.10467573261305,0.498426374000411
LINC00328,-0.047184322125543,0.49843413356753
XLOC_009893,0.0404138941996868,0.498460071617468
CAMKV,0.039384254983684,0.498499352380546
CNTD2,-0.064207764345555,0.498524290625859
OR51B4,-0.0646231816320348,0.498637974647018
XLOC_004256,0.0185584364182638,0.498715824105434
IGSF5,0.0977963744510308,0.498718998112835
LOC653712,0.0741924420944109,0.498754457231884
HLX,-0.0925018507975657,0.498773522840957
LOC727993,0.100062044096925,0.498790626873052
FAM75A3,-0.0544018180438046,0.498794638139902
LOC285103,-0.0752964201604123,0.498959073879105
DBX2,0.0577618554885122,0.499007284097396
DKFZP434H168,0.0219102481424589,0.499009286920688
LOC283553,-0.036962137167273,0.499049875302077
SYCP1,-0.0742854182211858,0.499096383985806
C14orf165,0.0534741561791758,0.499194485675654
LOC100128993,-0.0491726190171304,0.499278156898173
KRTAP4-1,-0.0495574237160556,0.499333001913642
GSTT1,-0.464496777135861,0.499336289348511
XLOC_011256,-0.0368479836792346,0.499401433778369
XLOC_007050,0.080460977195298,0.499426526005455
XLOC_012863,-0.0917594819115584,0.499462333558981
YY1,0.0203202756607519,0.499481692842759
TDRD1,0.102257910719326,0.499584703495502
CLEC4F,-0.0707696545028753,0.499830423874601
XLOC_003837,0.0529985152851147,0.499856018943084
ERLIN2,0.0371478290744864,0.50004325034571
XLOC_013407,0.060652625068004,0.500071692797748
KLRK1,-0.0840872278546256,0.500186432054421
IGSF3,0.0621475782376755,0.500256552564754
WDR6,-0.0376709518316716,0.500283045513695
LOC100506053,-0.0516891261950136,0.500450844795137
ANKRD7,-0.0643001725831174,0.500632711268896
XLOC_006734,-0.0214676261763118,0.500642293622463
XLOC_014484,0.0409319912786796,0.500654344479808
DDX50,0.0493659481491542,0.500674627858087
CRYM-AS1,-0.0242661486979447,0.500739170218316
CAP2,-0.0910033259572525,0.500750395020388
XLOC_009603,0.068579008695667,0.500762476618161
XLOC_008812,0.0204097214412207,0.500793296456499
SNX30,0.053831856292903,0.500895568844008
GTF2I,-0.0551886191534177,0.500899397282466
XLOC_003962,-0.0355828483280847,0.500923338309778
LOC100652727,-0.0900644730188591,0.500945718042362
XLOC_000180,0.102890985845201,0.500963418490048
XLOC_000190,-0.0307114291038435,0.500972791710123
EPX,0.0404046479099875,0.501041671276578
C17orf66,0.0719665496786188,0.501078584287857
LOC100506245,-0.0811737414344331,0.501094751378491
XLOC_010949,0.103790184365098,0.501194535627122
XLOC_004611,0.113223223972311,0.501251608756843
TTTY15,0.197536448986813,0.501448361911164
XLOC_l2_010816,-0.0347611158107937,0.501464669762268
C20orf173,0.0302364784595308,0.501503972244715
XLOC_009060,-0.0331858964837546,0.501507209123937
NKX2-1-AS1,0.0662036492901559,0.501629206392582
PRX,-0.0462905646731473,0.501653078120271
XLOC_008689,0.0404971684778648,0.501655739288111
XLOC_007661,-0.0726411983898951,0.501913429424382
LOC100294362,-0.0759266043964879,0.502025428080463
RSPO3,0.109206784491872,0.502032854164651
LOC100506159,-0.0946605701388989,0.502062371265579
SNORA75,0.0750893779211492,0.502100116085344
XLOC_010585,0.0518391415949204,0.502155787289076
XLOC_010693,-0.0463607324453499,0.502214079874868
XLOC_013987,0.0816264828231588,0.502278838475418
PMP2,0.0323496164799677,0.50232193846702
XLOC_001064,-0.0645367056686674,0.502344866894589
XLOC_008064,-0.0506943059232041,0.502393580101638
NAB1,-0.0556453796565384,0.502457667917716
XLOC_008721,-0.0415225364298408,0.502479428420425
XLOC_007842,-0.0549032950369543,0.502530336263396
XLOC_004242,-0.0748928798522452,0.502534057348224
XLOC_004958,-0.0871888311390381,0.502554478357013
F13A1,-0.101601962557555,0.502569080758432
XLOC_003387,0.0131473943874307,0.502571050318509
LOC732275,-0.0450138686838943,0.502728100236802
C9orf170,0.0778351849352608,0.502745858164418
XLOC_l2_003911,0.0232376565942227,0.502897290737239
ACOX3,0.0517461578397374,0.503000600316572
C10orf107,-0.101871236536639,0.503276487912756
XLOC_000856,0.0723311897584575,0.503282536175316
XLOC_005984,0.025411252029532,0.503299599142503
TSG1,-0.0236262392453614,0.503369036199504
LOC100128278,0.0924252722807075,0.503419415603438
XLOC_l2_003889,0.0603985447310404,0.503461977202722
LOC441167,0.0128896967175895,0.503572474260414
REM2,0.0440872438352455,0.503601443382636
LOC100132167,0.0861236853300724,0.503619882617141
KCNJ9,-0.128093811320197,0.503629809771709
XLOC_013299,-0.027813406382885,0.503717378134031
XLOC_003358,-0.017975665939715,0.50386715840627
PRAMEF19,0.0212765261321772,0.50387004577822
XLOC_012111,0.0730380435701607,0.503925733499324
XLOC_002135,-0.0225806441374625,0.503954318200103
LOC641510,0.0674635287189611,0.504057026155857
SEBOX,-0.14288044526921,0.504143767944907
XLOC_000205,-0.0757779250229729,0.504151954839093
XLOC_012307,-0.017870439578926,0.504175105340129
LOC100128590,-0.057397817233416,0.504177501381748
OR5K4,-0.0397280084795497,0.504182047555617
XLOC_004919,0.0226633463335184,0.504183210090551
CCL14,-0.103956200267835,0.504251285858699
XLOC_l2_001408,-0.0426390373661569,0.504302205691361
LOC100129648,0.0787392565225793,0.504406369716495
LOC439949,0.0603584101749739,0.504444611045416
FCRLA,0.165225549523571,0.504515439540902
SUSD5,-0.0257926509475526,0.504531613803369
C4orf40,-0.0433749311608118,0.504542610537189
XLOC_011211,-0.0826698346493866,0.504644793755723
XLOC_l2_005294,0.0812329324507477,0.504647369432105
WRB,0.0267635809599733,0.504693401157296
SHF,0.0925387282888512,0.504700508450237
IFNA14,-0.0372023192446984,0.504713719894682
XLOC_004622,0.0257036210625503,0.504812310844809
XLOC_014032,-0.0280446891924515,0.504825917615764
TNRC6C,0.0359978264403846,0.504872659868856
XLOC_l2_013428,0.0466178506697879,0.504886533151134
XLOC_003346,-0.0478248756558282,0.505018556177531
FAM71A,-0.0674567083619841,0.505043713780891
OR2W5,0.0611185504914344,0.505066712219005
XLOC_007255,-0.023784167907972,0.505088729039983
XLOC_l2_014777,0.0141175358561356,0.505116215625759
XLOC_005144,0.0593831498678443,0.505121127979851
XLOC_003274,0.0160670571597623,0.505138964925472
PAR1,-0.121235268495501,0.505225989610448
XLOC_003825,-0.0223221418926876,0.505305985679622
ADAMTS18,0.0368181155375409,0.505363766381943
XLOC_005657,-0.00898074543235694,0.5054290866101
LOC100507278,-0.0823084484658567,0.505448328198906
DEFB126,0.00955513837603839,0.505514465998607
XLOC_010007,-0.0730145278988468,0.505745219192874
OSTN,-0.0368419294209974,0.505751338596989
LOC100506935,-0.0758614459070257,0.505846920170557
DGKB,0.0127795596198548,0.505890535750124
XLOC_011633,0.0891261814573125,0.505944602981136
HSD17B6,-0.126151435493159,0.506005725035165
LOC644838,-0.104968786593832,0.506161564868451
LOC286154,0.0380001691396834,0.506184020498549
XLOC_001903,0.0675618983242767,0.506365704803248
PPM1M,-0.0508205873734813,0.506385933855088
CA3,0.0763380447538711,0.506386086292132
OR5B2,-0.0762795788559396,0.506497662390469
XLOC_003075,0.0443524775742272,0.506522522993513
XLOC_002632,0.0252088549493561,0.506554603769778
OR4F15,-0.0351968184834628,0.506806735016345
SNORA16B,-0.0694522222714511,0.506816364144506
SYCE1L,0.086620836900769,0.506881055482023
XLOC_006849,-0.065168111885368,0.506932443243892
PNLIP,0.132053699643571,0.506949302054397
MYBPC1,0.107793890933553,0.507164582317061
XLOC_008290,0.0166831849626097,0.507217562876863
LOC100131726,0.0430184737193979,0.50734295685465
XLOC_000021,-0.106398728364151,0.50737102940593
MAF1,0.0333379744882798,0.507437115953941
XLOC_001075,-0.0905254111345402,0.507442442266383
SNAI2,-0.0935003204359495,0.507461624664497
PODXL2,0.0705657499099095,0.507490051906739
NPBWR2,-0.0545279601569366,0.50751153680785
TMEM60,-0.0353278299274979,0.507514670257423
GRID1,0.0282292837615363,0.507605452778861
OOEP,0.207724242133374,0.507635285171836
SNORD116-28,0.0260604909978959,0.507704972848335
LOC100131180,0.0264063293023211,0.507753405919348
XLOC_l2_011173,-0.0879825638857832,0.507758460945147
XLOC_004270,-0.0153419627843225,0.507776489860277
XLOC_l2_006079,-0.0109966088964388,0.507801071026165
XLOC_007094,-0.0598279947011777,0.507801633338044
XLOC_l2_003253,-0.067743881449112,0.5081970169362
