gene,logFC,P.Value
CAPZA3,-0.375997031400269,0.00639158982582516
GP1BB,-0.323879059326422,0.00639273588170739
ZNF763,-0.281860703108235,0.00639775374972664
SNRPD2P2,0.268658633676846,0.00640056646703919
PRRG3,-0.236124858560457,0.00640548750726594
LOC100508384,0.237759411388662,0.00640954078233833
SPOCK1,-0.494217630897557,0.00641375098687479
COMMD8,0.155708257517557,0.00641489656252216
IFRD2,-0.145109130333851,0.0064200709346898
ZNF192P1,-0.384036910556153,0.00642429169256797
XLOC_009684,-0.116759426127575,0.00642780599922919
PPARG,0.286289943969443,0.00643184921258335
ALKBH8,-0.209367759716738,0.0064413561789808
MEG3,-0.205654562573415,0.00644165803439058
TDRD6,-0.239241928808559,0.00644671861155008
ALPL,0.321481151857079,0.0064479958635517
GNG12,0.199567403103167,0.00646995998287858
XLOC_002716,-0.39856275865901,0.00647321818997137
TNFSF12,-0.247981871134871,0.00647350126514391
XLOC_l2_012788,0.244368769495375,0.00647528363887808
TXK,0.309781911880766,0.00647790537022841
XK,-0.296913167811836,0.00647831937059245
SSR4P1,-0.296665646869728,0.00648407142665627
UPP2,-0.432591163882747,0.00648651209435822
C11orf95,-0.173531888871481,0.00650341008857673
ENAH,-0.368692032470493,0.00650547437566672
MED6,0.114612214357469,0.00650836533558054
XLOC_l2_001548,-0.119223144878023,0.00651298188458397
LOC100507049,-0.31547636221398,0.00651936767816788
DEFA3,0.782168991515267,0.00651945514778217
CD276,0.149080106834559,0.00652427426929793
CHRDL2,0.554028408673982,0.00652587858730567
C1QTNF1,0.480674432982496,0.00653123041132563
PITRM1,0.208358682254609,0.00653201278249626
KIAA0922,-0.25355038633641,0.00653689848715142
KRT76,-0.486127902158577,0.00654381936900266
C2orf84,-0.534797285992623,0.00654740362831425
MYH9,0.189238297977639,0.00655140930228254
PSMC1,0.0986010102419019,0.00656263656464392
OR5V1,0.343617813905119,0.00656728041227944
TMEM25,-0.382295853009972,0.00656736372910987
STX19,-0.331430674885173,0.00656989904363618
ADARB2,-0.360440096508122,0.00657222232975312
NR0B2,-0.285443131426992,0.0065750508579643
KRT20,0.749188238307923,0.0065757988615009
LOC100271702,-0.305705168535343,0.00657591689161943
LOC100505594,-0.268002770809432,0.00657677594876735
HTRA4,0.434194594148924,0.00658356335464844
XLOC_010326,-0.444767973033955,0.00660229093991198
POU2F1,0.174628863670487,0.00660533332551712
ZIC4,-0.527560554899007,0.0066132235862449
S100Z,0.416066518701498,0.00662569129641648
XLOC_005421,-0.186371787569826,0.00663182042579103
ESYT1,0.188664988003338,0.0066324417963067
ABCA13,0.298634362946299,0.00663439482245659
NOTCH4,-0.267520874807026,0.00663477592019996
TMEM145,-0.237456952549601,0.00663856939107685
XLOC_011765,-0.391002306986685,0.0066617285132728
PCOLCE,-0.306098831256068,0.00666805112680061
XCR1,-0.380010051220652,0.00666840150245085
XLOC_007451,-0.358071846449177,0.00666918667294022
LEPREL2,-0.267147727055401,0.00669371459194588
XAGE3,-0.304202088553321,0.00669759224149657
ADAMTS14,0.448472331967183,0.00670031789938536
XLOC_000348,0.391929113646777,0.00670035994640788
SSBP3,-0.198358186165647,0.00670154831750503
INTU,-0.219982333900939,0.00670617083312363
RNF122,-0.206837845180406,0.00673624693106842
LOC100506757,-0.226877546210519,0.00673913424087397
C17orf69,-0.298309298697464,0.00674517720403434
APOL6,0.246849513303227,0.00675224475055707
INTS4,0.184945960761278,0.00675260391363225
XLOC_005126,-0.171186501127653,0.00675396680175215
FAM13A-AS1,-0.354674260829868,0.0067546201704045
NR2C2,0.142763379416003,0.00676155434425787
VSTM1,0.557043585245836,0.00676541534881958
IL23R,0.22487001826605,0.00677146164297918
TMEM41A,0.176526818713592,0.00679315718967963
C8orf56,0.22212479412317,0.00679324744964061
XLOC_001370,-0.25289296668388,0.00679565024622086
SLC22A8,-0.141720011482211,0.00680473219170104
LOC100506847,0.283178928876697,0.00680992866470899
TAPT1,-0.121809960451115,0.00681036524784504
AQP2,0.508025195465218,0.00682083865533273
FLJ42393,0.307483618547123,0.00682118235803073
SSX2IP,0.295545087394566,0.00682870109640083
C11orf51,0.140188952596473,0.00683032098756681
REEP1,-0.339309705226658,0.00683143019003431
BPIFB1,1.1043573464288,0.00683318472863972
SNORA52,-0.542509727215579,0.00683382532182045
XLOC_010479,-0.293856593235887,0.0068346792423607
COX7A2,-0.137751364667688,0.00683518117604738
XLOC_l2_013116,-0.211448013012316,0.00684978013476242
CD300LF,0.467480348402618,0.00685362313807278
C3orf64,0.249444169432738,0.00687032788629792
ITGA6,0.199640329352363,0.0068704172967821
GPC2,-0.28351635855107,0.00687993895147223
ULK4,0.324857190372947,0.00688908436061158
EID2,0.126373626937233,0.00689475409771891
SMA4,-0.275336700304909,0.00689909177554652
BCL2L12,0.175167941439686,0.00690082207128079
LIMK2,-0.20855044506304,0.00690510058111612
EPN1,-0.171378473801713,0.00690735922991368
RPGRIP1,0.311568782212268,0.00691348593543431
FAM110A,0.152137035347711,0.00691818708580746
LOC100506104,0.356625458650534,0.00692452688658929
SEC14L5,-0.574143104620463,0.00692549979899772
STRN3,0.219943839947044,0.0069460469675567
MGST1,0.148208815525214,0.00694708074150993
RAB38,0.387218380196405,0.00695429660204558
LOC100505799,0.259756846107995,0.0069567187076661
GOLT1A,0.426798104231523,0.00696428859719616
FAM22F,-0.290189421213765,0.00696548949519931
SFXN1,0.287287207044521,0.00697331167547245
IL2RA,0.380634982246626,0.00697844992600372
XLOC_001323,-0.358055924847462,0.00698457043631061
XLOC_010190,-0.2199396953915,0.00699209523046264
XLOC_011521,-0.311287098642985,0.0069931545154122
DHX38,0.253183001043051,0.00699727610628713
APC,0.133570569459893,0.00700520731586911
PDIA5,-0.200935223916431,0.00700522954512578
CDKL2,-0.162889248021765,0.00700730387508153
LOC100505928,-0.28658010451471,0.00701839169810247
XLOC_l2_009940,-0.146966573885129,0.00705331717914585
LOC79015,0.383780740273551,0.00705515222973591
ISCA2,-0.100227131440118,0.00705779207194734
XLOC_009207,-0.442033795662245,0.00706768103275328
CD163L1,0.504380530475726,0.00706838203153199
LOC100131733,0.32813936666215,0.00708639859783933
RC3H2,0.111576031098888,0.00708778179692438
LOC642826,-0.18494926425529,0.00708784764898778
MEA1,-0.117725070183084,0.00710061922275961
SUMO1,0.107593368510646,0.00710470859832101
THOC7,0.108452271456858,0.00710879406498493
IFIH1,0.231166597432994,0.00710882508088229
LOC401317,-0.528539069937146,0.00711652213046989
SPG7,0.220945484138166,0.00712282749029385
FXYD1,-0.410279379239158,0.00713347583106864
WASH1,-0.155600544692436,0.00713428761652295
C3orf67,0.574054111998903,0.00714116936657804
C18orf18,0.230029824898661,0.00715875183580744
SLC18A3,-0.481890585558307,0.00716294341352737
LOC100130673,0.212331521342685,0.00716418714684398
LOC100507207,-0.436581281790559,0.00716985192060136
ZNF814,0.208999019281093,0.00717383687002535
NAA30,0.177292682141553,0.00719540848868135
LOC731789,-0.133224454145412,0.00719631437692173
FPGT-TNNI3K,-0.161329846885552,0.00720946710128599
TRAK1,-0.122420800855327,0.00722918804515252
LOC100287415,0.462066632116493,0.00723113474186038
AOX1,-0.29258390913084,0.00723645132981069
STAMBP,-0.171973274248413,0.0072598936367198
CCNT2,0.306762392992587,0.00726051712398602
MGAT3,0.256973351201862,0.0072635935036162
XLOC_001209,0.190628048056523,0.00727347409315566
USP27X,-0.164803299883129,0.00727528473538665
NBPF6,0.254211078194284,0.00727930727741739
DCLRE1C,0.307229101137807,0.00728163247596824
GAS5,-0.168863847548122,0.00728383880571884
HES1,0.300607144274934,0.00728638359726948
LOC100507564,-0.222317090455975,0.00728837421839148
OR11A1,0.277712413663045,0.00729125005840362
LOC100507161,0.431302481665596,0.00730326880586073
TUBB,0.167256398189722,0.00730896240283384
XLOC_l2_006021,0.652093611029431,0.00731024574590471
NFX1,-0.0885876058032959,0.00731954212758164
USP8,0.11034316888025,0.0073218548601625
ZNF221,-0.323358728800064,0.00733124753817167
NANOG,0.409550844191583,0.00733242036717742
NEK6,0.238731641550275,0.00733620831966332
XLOC_008047,-0.214706939826938,0.00734679260002924
LOC100133669,0.278863738246908,0.00734882266935581
XLOC_011430,0.212821037387806,0.00734992754729941
OPLAH,-0.289579127588154,0.00736018578741133
TM2D3,0.170376674108058,0.00736562886998143
GSPT1,0.231792904457178,0.00737112316287691
GLIPR1,0.367633177133154,0.0073750581139915
ALG6,0.119869971436235,0.00738559101188745
CLCA4,0.373973677063739,0.0073896861319892
MCM3,0.234131401515357,0.00739848079290167
PRDM15,0.198310419244836,0.00740124639970703
EHBP1,-0.153090005006057,0.00741004376442071
DDX20,0.128199791761382,0.00741409831892196
KIAA1244,-0.251202593045174,0.00742155563775478
XLOC_009301,0.234219777485998,0.00742704243100633
XLOC_l2_003859,0.241798464103932,0.0074385735071644
SPRED2,0.283009263675863,0.00743880033452983
PITPNA,0.14595416530671,0.00744062842490214
DRP2,-0.217371441965655,0.00745077378785255
CCT6B,-0.241983013368307,0.00745249709046602
OGFOD1,0.188080095051141,0.00745708503188967
LINC00473,0.200391263454852,0.00746047944129985
LZTS1,-0.27858347432043,0.00746536798896946
TOMM40,0.310083953639888,0.00747178749118683
C11orf45,-0.336662811619796,0.00747786493211501
LRRC8B,0.164274540052228,0.00748073402655451
OR6C2,0.235677338622272,0.00749083967980086
PARP8,-0.152564348849648,0.00750409338614754
OTUD1,-0.338683482783908,0.00751434584871108
CSF2RA,0.327063085659036,0.00752051216088269
LOC286109,0.275205466690844,0.00752929095071654
RAB33A,0.374921514030976,0.00753276523561443
ZNF726,-0.293638002888582,0.00753906748377417
ARL17B,-0.251471313158564,0.00754110899933578
SLC9A6,0.143931051379249,0.00754396527094809
PABPC1L,-0.285154821753219,0.00754983642953752
C3orf70,0.421786144983016,0.00755660049595584
B4GALT7,0.12638950931384,0.00755829414906923
XLOC_l2_003666,-0.210943491248912,0.00756369162927535
MRPL13,0.149052215203209,0.00756717071738411
HTR7,0.285487228739116,0.00757087090663776
PRKXP1,0.184844727390727,0.00757434753915585
MMACHC,-0.176525310205758,0.00759471510037993
ZNF271,-0.0977911622139427,0.00759483401798801
ITGA7,-0.328344715012651,0.00760662565402949
ADRBK1,0.138602061058371,0.00762569736572887
VAC14,0.188023665319055,0.00762819989708781
ITPR3,0.2390036637678,0.00762955290148421
XLOC_012319,-0.326441625598199,0.00763207012768468
BPTF,-0.181230515719539,0.00764170319067856
TTLL1,-0.162444055684635,0.0076470578267215
XLOC_001856,0.224010087084116,0.00765862112276531
TMEM92,0.290818232347502,0.00766393617920955
ACSM1,-0.357795307065613,0.00767179088381847
XLOC_002012,-0.160080131564579,0.00768211560183141
HTR3E,-0.581565487913948,0.00768515821595687
XLOC_l2_011227,0.124284128858349,0.00768955764686867
C3orf32,0.682444513245388,0.00769106745104253
SNORA63,-0.283156647157321,0.00771596926733712
XLOC_002995,0.332933012523909,0.00771598195128649
LINC00338,-0.207808341164315,0.00771982490184636
NKAIN2,0.16447543046618,0.00772348650260595
XLOC_006433,-0.176574856201448,0.00772636904370031
XLOC_006589,0.386639117639683,0.00772817356735779
USP29,-0.296755875397238,0.0077591440943539
OTUD4,0.220671626791862,0.00778017951535461
ZBTB8A,-0.125740995321235,0.00778549461582924
TNFAIP2,0.457097247858695,0.00778927982467827
TRIM3,0.230883656622129,0.00782223375808053
LOC100129363,0.212051760919362,0.00782327307445148
SLC4A3,-0.311918692623977,0.00782467976344414
LOC151484,-0.185476404970327,0.00783054018334766
RPS16,0.116786947829837,0.00783238380184913
ARHGAP32,0.200874293424877,0.00784312783695311
CCDC151,-0.259025712643973,0.00784732364291276
WNK4,-0.338851303058985,0.0078557937976755
XLOC_011682,-0.267398305715509,0.00786651794458317
XLOC_014420,0.220938528522132,0.00787046812839326
LOC100129196,-0.150843050179081,0.00787368822557961
USP9X,-0.154302796106306,0.00788919852037662
MAD1L1,-0.224129231521094,0.00788975344371404
ASB9P1,-0.337321590167653,0.00789174806607085
PCDHB2,0.23952118521603,0.00789425832613123
RSL1D1,-0.150590677281846,0.00789640349308031
C16orf53,0.164139665025977,0.00790497852032874
ARMCX6,-0.143154572951886,0.00791788343828045
SWAP70,0.229759871438744,0.00791966742863002
CD300LG,-0.199706765022661,0.00793398184969107
LOC152217,-0.115735215003301,0.00796180162918961
ZNF623,0.2219557435684,0.00796804008178664
CARS,0.193201320763349,0.00797747382932398
TRPC1,-0.390659588407799,0.0079834895532726
XLOC_010463,-0.408766881841434,0.00798499930876813
MRPL42,0.1239214727991,0.00800723808322668
FANCB,0.369591830131461,0.00800782340657972
MIR143HG,-0.225441496482456,0.0080109031588784
ADRB3,-0.490492823549444,0.00801869158218992
GPHB5,-0.272157679481257,0.00801882498312515
DDX24,0.250479981059032,0.00802489799253901
MRPL47,0.153256023310591,0.00803056384867611
RMI2,0.289358445908734,0.00803232582645349
XLOC_007222,-0.305410525557097,0.00803889733048242
LOC388630,0.211705913471504,0.0080402692737725
ATP5D,-0.14474116520778,0.0080438942742412
TJP1,0.152983205022017,0.00806565238679941
PPP1R15A,0.233821470640057,0.00807207740814499
HCRTR1,-0.192114000785347,0.00807780776033387
SNAR-G2,0.552550827576846,0.00809776641887431
XLOC_010712,-0.355674018086777,0.0081098935807315
XLOC_005143,0.290376953982234,0.00812076581323129
PIK3R1,-0.149911591481342,0.00814278550024743
MT1DP,-0.421496004545992,0.00815742739339734
ISLR2,-0.216680115260543,0.00815794730329946
LOC100133311,0.376552330136951,0.00816257904488809
RHPN1,0.280541209282999,0.00816346814255657
XLOC_000635,0.261463693083098,0.00816512158420951
TAF9,0.0994130590210274,0.00816621604900612
MRPL24,-0.153382098281165,0.00817443575097003
EPB41L1,-0.323889860790808,0.0081915167299437
PCYOX1,-0.220227973843963,0.00820986974801268
HRASLS2,0.891320124149319,0.00821591792454902
CACYBP,0.188479099530228,0.00821698723631902
LOC390858,-0.339737142491253,0.00822290325656408
C6orf168,-0.322033961399357,0.00822357831167917
EVX1,-0.290864462898096,0.00822993320364715
EHD1,0.132867800547011,0.00824567702319789
XLOC_010699,-0.353913864492621,0.00826109230258049
UBE2G1,-0.0957382659471904,0.00826768245393811
XKR9,0.220494708847256,0.00827623193119529
XLOC_005955,-0.298222708096857,0.00828325342436471
MARCH2,0.382286886309658,0.0082955205210071
FOXP1,-0.143641181845719,0.00831498249948657
CCDC74B,0.265540364869032,0.00832160324195561
AQP12A,0.49245771760797,0.00832581459410157
GZMA,0.404676907236778,0.00832685057853507
XLOC_l2_010018,-0.303668744561428,0.0083316976687602
ASPN,0.490742666214183,0.00833177589946359
NR2F6,0.167725786180695,0.00833565470336128
TMEM134,-0.179877586302919,0.00834129709694763
SLC16A5,0.297348465442981,0.0083452117702649
MRGPRG,-0.230183550436166,0.00835629827677731
LOC645249,-0.373197001318856,0.00836144719895156
USHBP1,-0.285879391828044,0.00836628126224549
XKRX,0.274524004118755,0.00836721387667749
C8orf45,-0.185109905718377,0.0083908790712195
NMT1,-0.123406542808268,0.00840527927129375
XLOC_005856,-0.290006842798403,0.00840766230680266
KCNJ14,0.265109906952041,0.0084100538611211
GSK3B,0.121013125919799,0.0084105297356049
RABEP1,0.155319205298916,0.00841701615069827
PTCD3,-0.303205351374936,0.00841812935910646
SQRDL,0.1791331336893,0.00841935573735774
IGF2,-0.356337569257273,0.00842130487960471
SLBP,0.151344955777149,0.00842649657964673
TBL1XR1,0.146389426382262,0.00842901095944952
CHAC2,0.203587936618591,0.00844109142385951
GCG,0.962854342374615,0.00845695284837204
TMEM173,0.299927098547345,0.00845697923246201
LOC100134240,-0.200461846744117,0.00845972798740501
SPAM1,0.232982243388053,0.00846101315041548
TRPV4,0.298788282725234,0.00847487843854939
NUAK1,-0.166388350929366,0.00848614007279557
SNORA55,-0.216791338311251,0.00848796328730412
ASGR2,0.314536861481224,0.00849740378744134
ITGAX,0.338675173834091,0.00851505099246632
LOC100505729,0.286258440754549,0.00851549423177614
PRKCZ,0.131240809437388,0.00853222809546621
BRD3,-0.134190288097576,0.00855177367657334
PRCP,-0.191965729876813,0.00855430170923455
PRKRA,-0.137913138586999,0.00856645836532861
POLM,0.228110761823324,0.00859684128653775
XLOC_l2_009184,-0.214504198526765,0.00860821850016047
ACADM,-0.189934905763267,0.00861490630864186
DHRS1,0.201723080493876,0.0086229163829079
ZNF501,-0.192095634487927,0.00862328915888338
XLOC_013982,0.196403597918773,0.00863527185648672
XLOC_012743,-0.132273532795341,0.00864768390041448
PDGFA,-0.202923143876027,0.00864966054500748
HAVCR2,0.476867476624588,0.00865144104307721
XLOC_005290,-0.305919873259096,0.00867708271020562
ATAD1,-0.127893043957572,0.008686759990614
KIAA0284,0.199269526005766,0.00868828614510955
TYK2,0.278206110463405,0.0087172091624462
NPY,-0.565520209753169,0.00872194820189815
GPR161,0.200314841877704,0.00872809950194991
RSRC1,0.130700193737807,0.00874597614586688
STX7,0.170259005524535,0.00874705509183269
PDK2,-0.185711461170009,0.0087736743324894
LGALSL,0.171580283064869,0.00879245271279478
PLA2G4D,0.516198273395648,0.00879631995089408
SULT1C2P1,-0.409685228449931,0.00879781828517236
XLOC_001788,0.39674762153287,0.0088043113731078
C18orf54,0.300809502779259,0.0088262762983773
XLOC_009344,-0.216499067355076,0.00882708044138562
XLOC_005847,0.269548161701178,0.00882976704617016
XLOC_008698,-0.317092636787109,0.0088340289308302
MKI67IP,0.170358575848965,0.0088368600857325
SCGB1A1,-0.283970041556092,0.0088411674872892
CAMK2D,-0.192511131940369,0.00885668229017311
FAM83E,0.272417953049215,0.00886323575860008
AMOTL1,-0.193977893241526,0.00887354317352354
TAAR3,0.279066356943221,0.00887369325210608
LOC100507096,0.508409517735492,0.00887917339617104
CD3G,-0.278168365740241,0.00888093624535924
LOC100505648,-0.304349680024135,0.00888457170349763
HSP90AA1,0.215824246708546,0.00891404367121979
CCDC77,0.141449386264241,0.00891601516652272
KRTAP9-1,0.31075570504129,0.00894612567630225
SEC31B,-0.295530227003911,0.00895615389125356
LOC91948,-0.369501423142911,0.00896346968227089
XLOC_l2_007831,-0.362714711841118,0.00896805361505854
XLOC_l2_007876,-0.240526994391355,0.00897963827315741
FZD1,-0.128331404743518,0.00898845616803718
LOC728705,-0.348198606823217,0.00900524563198675
ISG20L2,0.163443577437373,0.00901292430459042
PNKD,-0.127037262187673,0.00902013448256057
XLOC_009497,-0.314929017545487,0.00902330026907168
PSIP1,-0.170272490246895,0.00902959561484662
XLOC_006666,-0.288780367762572,0.00904444427218994
MYH10,-0.270835093894653,0.00904530133041187
MEGF10,0.112920253814938,0.00904664804614453
